antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.01400934,0.014676451,0.012675117,0.904761905,61.64718615,0.012469509,10.34589726
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.01400934,0.014676451,0.012675117,0.904761905,61.64718615,0.012469509,10.34589726
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.01400934,0.014676451,0.012675117,0.904761905,61.64718615,0.012469509,10.34589726
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.01400934,0.014676451,0.012675117,0.904761905,61.64718615,0.012469509,10.34589726
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.01400934,0.014676451,0.012675117,0.904761905,61.64718615,0.012469509,10.34589726
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.01400934,0.014676451,0.012675117,0.904761905,61.64718615,0.012469509,10.34589726
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.01400934,0.014676451,0.012675117,0.904761905,61.64718615,0.012469509,10.34589726
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.01400934,0.014676451,0.012675117,0.904761905,61.64718615,0.012469509,10.34589726
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.01400934,0.014676451,0.012675117,0.904761905,61.64718615,0.012469509,10.34589726
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.01400934,0.014676451,0.012675117,0.904761905,61.64718615,0.012469509,10.34589726
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.01400934,0.014676451,0.012675117,0.904761905,61.64718615,0.012469509,10.34589726
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER THYME', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.014676451,0.01400934,0.012675117,0.863636364,61.64718615,0.012469509,7.230598177
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.012675117,0.016677785,0.012675117,1,59.96,0.012463724,inf
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.012675117,0.016677785,0.012675117,1,59.96,0.012463724,inf
"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.016677785,0.012675117,0.012675117,0.76,59.96,0.012463724,4.11385368
"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.016677785,0.012675117,0.012675117,0.76,59.96,0.012463724,4.11385368
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",0.014676451,0.016010674,0.01400934,0.954545455,59.61931818,0.01377436,21.64776518
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",0.014676451,0.016010674,0.01400934,0.954545455,59.61931818,0.01377436,21.64776518
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.016010674,0.014676451,0.01400934,0.875,59.61931818,0.01377436,7.882588392
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.016010674,0.014676451,0.01400934,0.875,59.61931818,0.01377436,7.882588392
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",frozenset({'HERB MARKER CHIVES'}),0.015343562,0.015343562,0.01400934,0.913043478,59.50661626,0.013773915,11.32354903
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",0.015343562,0.015343562,0.01400934,0.913043478,59.50661626,0.013773915,11.32354903
"frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY TEA PLATE ROSES'})",frozenset({'REGENCY TEA PLATE PINK'}),0.015343562,0.015343562,0.01400934,0.913043478,59.50661626,0.013773915,11.32354903
frozenset({'REGENCY TEA PLATE PINK'}),"frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY TEA PLATE ROSES'})",0.015343562,0.015343562,0.01400934,0.913043478,59.50661626,0.013773915,11.32354903
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME'})",frozenset({'HERB MARKER PARSLEY'}),0.01400934,0.016010674,0.013342228,0.952380952,59.48412698,0.013117929,20.66377585
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER PARSLEY'}),0.01400934,0.016010674,0.013342228,0.952380952,59.48412698,0.013117929,20.66377585
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME'})",frozenset({'HERB MARKER PARSLEY'}),0.01400934,0.016010674,0.013342228,0.952380952,59.48412698,0.013117929,20.66377585
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",0.01400934,0.016010674,0.013342228,0.952380952,59.48412698,0.013117929,20.66377585
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",0.01400934,0.016010674,0.013342228,0.952380952,59.48412698,0.013117929,20.66377585
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER PARSLEY'}),0.01400934,0.016010674,0.013342228,0.952380952,59.48412698,0.013117929,20.66377585
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.01400934,0.016010674,0.013342228,0.952380952,59.48412698,0.013117929,20.66377585
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",0.01400934,0.016010674,0.013342228,0.952380952,59.48412698,0.013117929,20.66377585
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.01400934,0.016010674,0.013342228,0.952380952,59.48412698,0.013117929,20.66377585
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",0.01400934,0.016010674,0.013342228,0.952380952,59.48412698,0.013117929,20.66377585
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME'})",0.016010674,0.01400934,0.013342228,0.833333333,59.48412698,0.013117929,5.915943963
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.016010674,0.01400934,0.013342228,0.833333333,59.48412698,0.013117929,5.915943963
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.016010674,0.01400934,0.013342228,0.833333333,59.48412698,0.013117929,5.915943963
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME'})",0.016010674,0.01400934,0.013342228,0.833333333,59.48412698,0.013117929,5.915943963
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.016010674,0.01400934,0.013342228,0.833333333,59.48412698,0.013117929,5.915943963
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.016010674,0.01400934,0.013342228,0.833333333,59.48412698,0.013117929,5.915943963
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.016010674,0.01400934,0.013342228,0.833333333,59.48412698,0.013117929,5.915943963
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.016010674,0.01400934,0.013342228,0.833333333,59.48412698,0.013117929,5.915943963
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.016010674,0.01400934,0.013342228,0.833333333,59.48412698,0.013117929,5.915943963
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.016010674,0.01400934,0.013342228,0.833333333,59.48412698,0.013117929,5.915943963
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER PARSLEY'}),0.013342228,0.016010674,0.012675117,0.95,59.33541667,0.012461499,19.67978652
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER PARSLEY'}),0.013342228,0.016010674,0.012675117,0.95,59.33541667,0.012461499,19.67978652
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER PARSLEY'}),0.013342228,0.016010674,0.012675117,0.95,59.33541667,0.012461499,19.67978652
"frozenset({'HERB MARKER BASIL', 'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER PARSLEY'}),0.013342228,0.016010674,0.012675117,0.95,59.33541667,0.012461499,19.67978652
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.016010674,0.013342228,0.012675117,0.791666667,59.33541667,0.012461499,4.735957305
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.016010674,0.013342228,0.012675117,0.791666667,59.33541667,0.012461499,4.735957305
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.016010674,0.013342228,0.012675117,0.791666667,59.33541667,0.012461499,4.735957305
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER BASIL', 'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.016010674,0.013342228,0.012675117,0.791666667,59.33541667,0.012461499,4.735957305
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER CHIVES'}),0.014676451,0.015343562,0.013342228,0.909090909,59.24901186,0.013117039,10.83122081
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER CHIVES'}),0.014676451,0.015343562,0.013342228,0.909090909,59.24901186,0.013117039,10.83122081
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER CHIVES'}),0.014676451,0.015343562,0.013342228,0.909090909,59.24901186,0.013117039,10.83122081
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",0.014676451,0.015343562,0.013342228,0.909090909,59.24901186,0.013117039,10.83122081
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})",0.014676451,0.015343562,0.013342228,0.909090909,59.24901186,0.013117039,10.83122081
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})",0.014676451,0.015343562,0.013342228,0.909090909,59.24901186,0.013117039,10.83122081
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.014676451,0.015343562,0.013342228,0.909090909,59.24901186,0.013117039,10.83122081
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.014676451,0.015343562,0.013342228,0.909090909,59.24901186,0.013117039,10.83122081
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.015343562,0.014676451,0.013342228,0.869565217,59.24901186,0.013117039,7.554147209
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.015343562,0.014676451,0.013342228,0.869565217,59.24901186,0.013117039,7.554147209
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.015343562,0.014676451,0.013342228,0.869565217,59.24901186,0.013117039,7.554147209
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.015343562,0.014676451,0.013342228,0.869565217,59.24901186,0.013117039,7.554147209
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.015343562,0.014676451,0.013342228,0.869565217,59.24901186,0.013117039,7.554147209
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.015343562,0.014676451,0.013342228,0.869565217,59.24901186,0.013117039,7.554147209
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.015343562,0.014676451,0.013342228,0.869565217,59.24901186,0.013117039,7.554147209
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.015343562,0.014676451,0.013342228,0.869565217,59.24901186,0.013117039,7.554147209
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER CHIVES'}),0.01400934,0.015343562,0.012675117,0.904761905,58.96687371,0.012460164,10.3388926
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER CHIVES'}),0.01400934,0.015343562,0.012675117,0.904761905,58.96687371,0.012460164,10.3388926
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",0.01400934,0.015343562,0.012675117,0.904761905,58.96687371,0.012460164,10.3388926
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME', 'HERB MARKER PARSLEY'})",frozenset({'HERB MARKER CHIVES'}),0.01400934,0.015343562,0.012675117,0.904761905,58.96687371,0.012460164,10.3388926
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER CHIVES'}),0.01400934,0.015343562,0.012675117,0.904761905,58.96687371,0.012460164,10.3388926
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})",0.01400934,0.015343562,0.012675117,0.904761905,58.96687371,0.012460164,10.3388926
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",0.01400934,0.015343562,0.012675117,0.904761905,58.96687371,0.012460164,10.3388926
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})",0.01400934,0.015343562,0.012675117,0.904761905,58.96687371,0.012460164,10.3388926
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.01400934,0.015343562,0.012675117,0.904761905,58.96687371,0.012460164,10.3388926
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.01400934,0.015343562,0.012675117,0.904761905,58.96687371,0.012460164,10.3388926
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.015343562,0.01400934,0.012675117,0.826086957,58.96687371,0.012460164,5.669446298
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.015343562,0.01400934,0.012675117,0.826086957,58.96687371,0.012460164,5.669446298
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.015343562,0.01400934,0.012675117,0.826086957,58.96687371,0.012460164,5.669446298
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME', 'HERB MARKER PARSLEY'})",0.015343562,0.01400934,0.012675117,0.826086957,58.96687371,0.012460164,5.669446298
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.015343562,0.01400934,0.012675117,0.826086957,58.96687371,0.012460164,5.669446298
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.015343562,0.01400934,0.012675117,0.826086957,58.96687371,0.012460164,5.669446298
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.015343562,0.01400934,0.012675117,0.826086957,58.96687371,0.012460164,5.669446298
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.015343562,0.01400934,0.012675117,0.826086957,58.96687371,0.012460164,5.669446298
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.015343562,0.01400934,0.012675117,0.826086957,58.96687371,0.012460164,5.669446298
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.015343562,0.01400934,0.012675117,0.826086957,58.96687371,0.012460164,5.669446298
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.014676451,0.014676451,0.012675117,0.863636364,58.84504132,0.012459719,7.225706026
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.014676451,0.014676451,0.012675117,0.863636364,58.84504132,0.012459719,7.225706026
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.014676451,0.014676451,0.012675117,0.863636364,58.84504132,0.012459719,7.225706026
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.014676451,0.014676451,0.012675117,0.863636364,58.84504132,0.012459719,7.225706026
frozenset({'HAPPY STENCIL CRAFT'}),frozenset({'ALPHABET STENCIL CRAFT'}),0.012675117,0.012675117,0.00933956,0.736842105,58.13296399,0.009178901,3.751834556
frozenset({'ALPHABET STENCIL CRAFT'}),frozenset({'HAPPY STENCIL CRAFT'}),0.012675117,0.012675117,0.00933956,0.736842105,58.13296399,0.009178901,3.751834556
frozenset({'BISCUIT TIN VINTAGE GREEN'}),frozenset({'BISCUIT TIN VINTAGE RED'}),0.012008005,0.015343562,0.010673783,0.888888889,57.93236715,0.010489537,8.861907939
frozenset({'REGENCY TEA PLATE PINK'}),frozenset({'REGENCY TEA PLATE GREEN'}),0.015343562,0.017344897,0.015343562,1,57.65384615,0.01507743,inf
"frozenset({'REGENCY TEA PLATE PINK', 'REGENCY TEA PLATE ROSES'})",frozenset({'REGENCY TEA PLATE GREEN'}),0.01400934,0.017344897,0.01400934,1,57.65384615,0.013766349,inf
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",0.01400934,0.017344897,0.01400934,1,57.65384615,0.013766349,inf
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",0.01400934,0.017344897,0.01400934,1,57.65384615,0.013766349,inf
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.013342228,0.017344897,0.013342228,1,57.65384615,0.013110809,inf
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER THYME'}),0.012675117,0.017344897,0.012675117,1,57.65384615,0.012455268,inf
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",0.012675117,0.017344897,0.012675117,1,57.65384615,0.012455268,inf
