,CustomerID,Monetory,Frequency,Recency,RecencyCluster,FrequencyCluster,MonetoryCluster,RFMCombined
606,13347.0,341.36,1,60,3,1,1,311
607,13348.0,233.76,1,54,3,1,1,311
608,13349.0,247.31999999999996,1,0,4,1,1,411
609,13350.0,910.7199999999998,3,6,4,2,2,422
610,13351.0,373.94,1,56,3,1,1,311
611,13352.0,397.9800000000001,1,50,3,1,1,311
612,13354.0,743.5300000000003,1,61,3,1,1,311
613,13355.0,674.7,1,112,2,1,1,211
614,13356.0,768.2400000000001,1,70,3,1,1,311
615,13359.0,431.25999999999993,2,49,3,1,1,311
616,13362.0,1509.21,2,-1,4,1,2,412
617,13363.0,992.5,2,7,4,1,2,412
620,13366.0,56.160000000000004,1,40,3,1,1,311
621,13372.0,378.64,1,79,2,1,1,211
622,13373.0,2324.550000000001,2,50,3,1,3,313
623,13375.0,772.8999999999997,2,71,3,1,1,311
624,13376.0,249.76000000000002,1,89,2,1,1,211
625,13379.0,572.56,3,16,4,2,1,421
626,13381.0,2555.46,5,11,4,3,3,433
627,13384.0,4122.28,9,20,4,4,4,444
628,13388.0,627.15,3,111,2,2,1,221
629,13389.0,540.07,2,1,4,1,1,411
630,13390.0,544.0799999999999,1,64,3,1,1,311
631,13394.0,1075.37,6,27,4,3,2,432
632,13395.0,307.72,1,175,1,1,1,111
633,13396.0,954.3699999999998,2,11,4,1,2,412
634,13397.0,937.4100000000001,4,62,3,2,2,322
635,13402.0,312.95,1,117,2,1,1,211
636,13403.0,75.0,1,7,4,1,1,411
637,13405.0,15.001,1,64,3,1,1,311
639,13410.0,598.42,3,14,4,2,1,421
640,13411.0,213.55000000000004,1,97,2,1,1,211
641,13414.0,1000.5,2,123,2,1,2,212
642,13416.0,712.5,2,33,3,1,1,311
643,13418.0,2752.79,12,1,4,4,3,443
644,13419.0,221.05999999999995,1,53,3,1,1,311
645,13420.0,140.35000000000002,4,124,2,2,1,221
646,13421.0,1026.04,1,30,4,1,2,412
648,13425.0,1222.6399999999996,2,98,2,1,2,212
649,13426.0,1973.9,7,0,4,3,3,433
650,13427.0,368.1,2,9,4,1,1,411
651,13428.0,218.46999999999994,1,0,4,1,1,411
652,13429.0,1006.8,4,0,4,2,2,422
653,13430.0,648.69,4,8,4,2,1,421
654,13431.0,1269.1,2,57,3,1,2,312
655,13434.0,534.2400000000001,2,64,3,1,1,311
656,13435.0,3356.34,7,14,4,3,3,433
657,13437.0,3408.06,7,4,4,3,3,433
658,13441.0,296.64000000000004,1,81,2,1,1,211
659,13447.0,1104.2299999999998,4,13,4,2,2,422
660,13448.0,2086.36,3,6,4,2,3,423
661,13449.0,291.88,1,13,4,1,1,411
662,13450.0,1365.1799999999998,4,16,4,2,2,422
663,13451.0,1323.7700000000002,2,16,4,1,2,412
664,13453.0,171.97999999999996,1,155,1,1,1,111
665,13455.0,365.40000000000003,1,14,4,1,1,411
666,13456.0,1530.1600000000003,6,7,4,3,2,432
667,13458.0,3372.93,10,8,4,4,3,443
668,13460.0,183.44,2,19,4,1,1,411
669,13461.0,1445.0,3,28,4,2,2,422
671,13464.0,674.6800000000002,1,48,3,1,1,311
672,13466.0,297.95000000000005,2,90,2,1,1,211
673,13467.0,1083.7099999999998,2,0,4,1,2,412
675,13470.0,165.0,2,89,2,1,1,211
676,13471.0,1546.3999999999999,2,11,4,1,2,412
677,13473.0,181.38,1,50,3,1,1,311
678,13475.0,153.3,1,181,1,1,1,111
679,13476.0,385.87000000000006,2,168,1,1,1,111
680,13477.0,938.55,4,27,4,2,2,422
681,13481.0,810.5700000000002,4,35,3,2,2,322
682,13483.0,140.34000000000003,1,55,3,1,1,311
683,13486.0,1122.41,3,68,3,2,2,322
684,13487.0,166.6,1,47,3,1,1,311
685,13488.0,3388.08,9,7,4,4,3,443
686,13489.0,213.84000000000003,2,95,2,1,1,211
687,13491.0,184.19,2,41,3,1,1,311
688,13492.0,954.5399999999997,2,126,1,1,2,112
689,13495.0,659.8000000000001,1,25,4,1,1,411
690,13496.0,152.32,1,0,4,1,1,411
691,13499.0,692.3699999999999,4,7,4,2,1,421
692,13500.0,1136.77,4,13,4,2,2,422
693,13502.0,102.84,1,6,4,1,1,411
694,13503.0,216.84999999999997,1,61,3,1,1,311
695,13504.0,295.93,1,54,3,1,1,311
696,13505.0,2409.59,5,57,3,3,3,333
697,13507.0,2022.79,3,88,2,2,3,223
698,13509.0,231.6,3,42,3,2,1,321
699,13510.0,1443.3,4,35,3,2,2,322
700,13513.0,205.09999999999997,1,116,2,1,1,211
701,13514.0,152.20000000000002,1,63,3,1,1,311
702,13515.0,687.72,3,62,3,2,1,321
703,13516.0,1243.4099999999999,2,11,4,1,2,412
704,13517.0,2109.07,5,49,3,3,3,333
705,13518.0,659.4399999999998,1,75,2,1,1,211
706,13519.0,110.8,2,40,3,1,1,311
707,13520.0,2008.45,5,48,3,3,3,333
708,13521.0,287.88000000000005,1,0,4,1,1,411
709,13522.0,125.80000000000001,1,20,4,1,1,411
710,13523.0,1386.1399999999999,3,23,4,2,2,422
711,13524.0,520.98,4,30,4,2,1,421
712,13525.0,345.9,1,4,4,1,1,411
713,13527.0,1678.1200000000001,6,23,4,3,2,432
714,13529.0,126.65999999999998,1,68,3,1,1,311
715,13532.0,210.30999999999983,1,23,4,1,1,411
716,13533.0,124.14999999999999,1,172,1,1,1,111
718,13536.0,2439.29,5,-1,4,3,3,433
719,13538.0,776.55,5,33,3,3,1,331
720,13539.0,315.69,1,75,2,1,1,211
721,13544.0,168.50000000000006,1,29,4,1,1,411
722,13546.0,438.83,2,2,4,1,1,411
723,13548.0,401.39999999999986,1,86,2,1,1,211
724,13549.0,405.65,4,15,4,2,1,421
725,13552.0,1700.7400000000002,10,56,3,4,2,342
727,13557.0,343.37999999999994,1,18,4,1,1,411
728,13558.0,482.38,3,13,4,2,1,421
729,13562.0,1196.06,2,71,3,1,2,312
730,13563.0,777.53,2,74,2,1,1,211
732,13565.0,130.04000000000002,1,9,4,1,1,411
733,13566.0,874.7099999999999,2,30,4,1,2,412
734,13568.0,192.85000000000005,1,163,1,1,1,111
735,13569.0,255.42999999999998,1,7,4,1,1,411
736,13571.0,1699.7199999999998,9,2,4,4,2,442
737,13573.0,262.63,1,40,3,1,1,311
738,13575.0,732.0699999999999,5,13,4,3,1,431
739,13576.0,3967.55,12,0,4,4,4,444
740,13577.0,1301.5500000000002,4,15,4,2,2,422
741,13579.0,302.34,1,4,4,1,1,411
742,13583.0,781.0300000000002,1,145,1,1,1,111
743,13587.0,347.0,3,21,4,2,1,421
744,13588.0,2331.8199999999997,12,5,4,4,3,443
745,13589.0,379.65,2,4,4,1,1,411
746,13590.0,1064.0899999999997,4,1,4,2,2,422
747,13591.0,340.9,1,54,3,1,1,311
748,13592.0,42.45,1,25,4,1,1,411
749,13593.0,1014.1300000000001,2,98,2,1,2,212
750,13594.0,396.96999999999997,1,42,3,1,1,311
751,13596.0,411.59999999999985,1,2,4,1,1,411
752,13598.0,167.4200000000001,2,37,3,1,1,311
754,13601.0,320.11999999999995,1,35,3,1,1,311
755,13602.0,428.88999999999993,1,54,3,1,1,311
756,13603.0,164.34,1,16,4,1,1,411
757,13606.0,30.119999999999997,1,19,4,1,1,411
758,13607.0,678.0099999999996,1,30,4,1,1,411
759,13610.0,773.6600000000001,6,2,4,3,1,431
760,13611.0,855.0499999999998,3,79,2,2,2,222
761,13614.0,1404.71,3,14,4,2,2,422
762,13617.0,544.1800000000001,3,30,4,2,1,421
763,13618.0,177.34000000000003,1,163,1,1,1,111
764,13621.0,213.85,1,106,2,1,1,211
765,13623.0,140.42000000000002,2,20,4,1,1,411
766,13627.0,1018.1000000000001,5,49,3,3,2,332
767,13629.0,4904.36,7,13,4,3,4,434
768,13630.0,1047.16,7,65,3,3,2,332
769,13631.0,1691.77,8,89,2,4,2,242
770,13632.0,1503.9900000000002,4,14,4,2,2,422
771,13634.0,949.7499999999997,3,23,4,2,2,422
772,13635.0,1071.0300000000002,1,57,3,1,2,312
773,13636.0,407.66999999999996,2,26,4,1,1,411
774,13637.0,387.8999999999999,2,42,3,1,1,311
775,13638.0,122.64000000000001,1,5,4,1,1,411
776,13639.0,1033.3400000000001,1,64,3,1,2,312
777,13643.0,519.44,3,21,4,2,1,421
778,13644.0,2624.2600000000007,4,6,4,2,3,423
779,13645.0,252.1,1,110,2,1,1,211
780,13647.0,1245.5800000000002,4,-1,4,2,2,422
781,13650.0,1090.82,4,6,4,2,2,422
782,13651.0,94.2,2,25,4,1,1,411
783,13652.0,456.84000000000003,1,35,3,1,1,311
784,13654.0,1534.49,3,33,3,2,2,322
785,13655.0,549.3199999999999,1,104,2,1,1,211
786,13656.0,216.95000000000002,1,154,1,1,1,111
787,13657.0,229.79999999999998,1,0,4,1,1,411
788,13658.0,1538.8700000000001,5,-1,4,3,2,432
789,13662.0,356.92,3,75,2,2,1,221
790,13663.0,189.47,1,169,1,1,1,111
791,13666.0,20.599999999999998,1,50,3,1,1,311
792,13667.0,305.0199999999998,1,139,1,1,1,111
794,13669.0,218.54999999999998,2,40,3,1,1,311
795,13670.0,349.70000000000016,1,65,3,1,1,311
796,13673.0,396.91999999999996,2,8,4,1,1,411
797,13675.0,178.38,1,141,1,1,1,111
798,13678.0,232.60000000000005,1,141,1,1,1,111
799,13680.0,692.4499999999998,1,29,4,1,1,411
800,13681.0,827.83,4,7,4,2,2,422
801,13682.0,59.5,1,177,1,1,1,111
803,13686.0,72.0,1,172,1,1,1,111
804,13689.0,910.0,1,53,3,1,2,312
805,13690.0,172.25,1,49,3,1,1,311
806,13692.0,616.74,1,14,4,1,1,411
808,13695.0,2218.65,11,21,4,4,3,443
809,13697.0,151.3,1,28,4,1,1,411
810,13699.0,308.58,1,145,1,1,1,111
811,13700.0,1321.46,5,16,4,3,2,432
812,13704.0,2130.63,9,12,4,4,3,443
813,13705.0,204.54000000000002,1,134,1,1,1,111
815,13710.0,180.48000000000002,1,21,4,1,1,411
816,13717.0,874.4200000000001,4,22,4,2,2,422
817,13719.0,702.94,3,5,4,2,1,421
818,13720.0,367.79999999999995,2,106,2,1,1,211
819,13721.0,524.14,1,26,4,1,1,411
820,13722.0,905.6900000000002,3,110,2,2,2,222
821,13725.0,95.81000000000003,3,39,3,2,1,321
822,13726.0,1079.6599999999999,2,28,4,1,2,412
823,13727.0,333.48,2,18,4,1,1,411
824,13728.0,522.21,3,26,4,2,1,421
825,13730.0,752.6000000000001,2,125,2,1,1,211
826,13732.0,491.86,1,18,4,1,1,411
827,13735.0,1851.1700000000005,6,14,4,3,2,432
828,13739.0,216.9,1,8,4,1,1,411
829,13741.0,505.47,2,61,3,1,1,311
830,13742.0,1479.84,8,6,4,4,2,442
831,13743.0,711.23,5,78,2,3,1,231
832,13744.0,263.2,1,85,2,1,1,211
833,13745.0,291.53999999999996,2,141,1,1,1,111
834,13748.0,367.4,2,85,2,1,1,211
835,13750.0,958.46,3,43,3,2,2,322
836,13752.0,461.61,3,114,2,2,1,221
837,13754.0,126.6,1,141,1,1,1,111
838,13755.0,1997.7799999999995,9,-1,4,4,3,443
839,13756.0,2895.1099999999997,9,8,4,4,3,443
840,13758.0,839.0300000000002,2,1,4,1,2,412
841,13759.0,659.41,2,23,4,1,1,411
842,13760.0,151.7,1,44,3,1,1,311
843,13761.0,1070.65,2,40,3,1,2,312
844,13763.0,1689.4599999999998,3,53,3,2,2,322
845,13764.0,1021.8700000000001,2,60,3,1,2,312
847,13769.0,1014.3899999999999,7,19,4,3,2,432
848,13771.0,1166.85,3,54,3,2,2,322
849,13772.0,903.7099999999998,2,23,4,1,2,412
850,13774.0,344.99999999999994,1,71,3,1,1,311
852,13778.0,178.7,1,93,2,1,1,211
853,13780.0,116.28000000000002,1,160,1,1,1,111
854,13782.0,550.7,4,2,4,2,1,421
855,13784.0,1690.3200000000002,6,-1,4,3,2,432
856,13787.0,202.64000000000001,1,65,3,1,1,311
857,13791.0,1047.6799999999998,3,33,3,2,2,322
858,13792.0,120.95000000000002,1,56,3,1,1,311
860,13799.0,347.15999999999997,1,106,2,1,1,211
861,13801.0,324.79999999999995,1,56,3,1,1,311
862,13802.0,943.3600000000001,2,128,1,1,2,112
863,13804.0,1912.1599999999999,6,20,4,3,3,433
864,13805.0,924.5999999999999,2,42,3,1,2,312
865,13806.0,256.38,1,53,3,1,1,311
866,13808.0,1518.4999999999998,4,36,3,2,2,322
867,13810.0,899.51,4,18,4,2,2,422
868,13811.0,333.0,1,173,1,1,1,111
869,13812.0,539.0,3,32,3,2,1,321
870,13813.0,1353.41,5,29,4,3,2,432
871,13814.0,1562.12,3,46,3,2,2,322
872,13815.0,3002.9000000000005,4,12,4,2,3,423
873,13816.0,555.0400000000001,4,13,4,2,1,421
874,13817.0,254.28000000000006,1,19,4,1,1,411
875,13821.0,115.49,1,134,1,1,1,111
876,13822.0,468.38000000000005,1,30,4,1,1,411
877,13823.0,957.66,2,8,4,1,2,412
878,13824.0,465.96000000000004,2,22,4,1,1,411
879,13826.0,174.65,2,148,1,1,1,111
880,13827.0,412.05,3,47,3,2,1,321
881,13828.0,209.49000000000004,1,12,4,1,1,411
882,13831.0,1105.0,3,6,4,2,2,422
883,13832.0,40.949999999999996,2,7,4,1,1,411
884,13833.0,384.7999999999999,1,149,1,1,1,111
885,13835.0,506.12,3,15,4,2,1,421
886,13838.0,241.48000000000002,2,107,2,1,1,211
887,13842.0,1557.15,3,48,3,2,2,322
888,13844.0,361.62,1,1,4,1,1,411
889,13845.0,312.98,1,54,3,1,1,311
890,13846.0,201.13000000000002,1,14,4,1,1,411
891,13848.0,320.0,1,82,2,1,1,211
892,13849.0,1537.9499999999998,2,41,3,1,2,312
893,13850.0,1586.8099999999995,2,78,2,1,2,212
894,13851.0,2405.1400000000003,2,85,2,1,3,213
895,13853.0,1090.14,1,47,3,1,2,312
896,13854.0,2626.9,10,14,4,4,3,443
897,13856.0,269.0,4,158,1,2,1,121
898,13858.0,216.16999999999996,1,47,3,1,1,311
899,13860.0,920.55,5,4,4,3,2,432
900,13862.0,1344.6,6,8,4,3,2,432
901,13865.0,378.26,3,48,3,2,1,321
902,13866.0,145.67,1,64,3,1,1,311
903,13867.0,876.44,2,21,4,1,2,412
904,13868.0,507.53999999999996,1,28,4,1,1,411
906,13870.0,2054.4700000000003,8,27,4,4,3,443
907,13871.0,3994.07,9,12,4,4,4,444
908,13873.0,159.20000000000002,1,109,2,1,1,211
909,13875.0,1103.11,3,43,3,2,2,322
910,13876.0,122.69999999999999,1,53,3,1,1,311
911,13877.0,117.24000000000001,1,76,2,1,1,211
913,13880.0,2193.1399999999994,8,11,4,4,3,443
915,13882.0,938.1999999999999,5,1,4,3,2,432
916,13883.0,931.7000000000003,1,0,4,1,2,412
917,13884.0,344.25,1,79,2,1,1,211
918,13885.0,107.65,1,179,1,1,1,111
919,13886.0,243.56000000000003,1,61,3,1,1,311
920,13888.0,366.11,1,109,2,1,1,211
921,13889.0,416.9,1,82,2,1,1,211
922,13890.0,1159.4100000000003,9,8,4,4,2,442
923,13892.0,578.45,3,16,4,2,1,421
924,13894.0,385.02,3,12,4,2,1,421
925,13895.0,2588.12,5,11,4,3,3,433
926,13897.0,311.15999999999997,1,40,3,1,1,311
927,13899.0,90.02,1,6,4,1,1,411
928,13900.0,8.5,1,173,1,1,1,111
929,13901.0,2218.9000000000005,3,62,3,2,3,323
930,13904.0,131.52,1,27,4,1,1,411
931,13908.0,1538.44,2,69,3,1,2,312
932,13911.0,877.0,3,47,3,2,2,322
933,13914.0,626.45,2,1,4,1,1,411
934,13917.0,272.03999999999996,2,39,3,1,1,311
935,13918.0,1014.6399999999999,1,39,3,1,2,312
936,13919.0,350.15999999999997,3,43,3,2,1,321
937,13923.0,351.13000000000005,1,43,3,1,1,311
938,13924.0,1379.68,10,-1,4,4,2,442
939,13925.0,616.6500000000001,6,26,4,3,1,431
940,13926.0,223.85000000000002,1,13,4,1,1,411
941,13927.0,348.99,1,64,3,1,1,311
942,13928.0,464.57000000000005,4,0,4,2,1,421
943,13929.0,429.79999999999995,1,159,1,1,1,111
944,13930.0,337.3399999999999,2,47,3,1,1,311
945,13931.0,852.7200000000005,2,75,2,1,2,212
946,13933.0,608.79,2,99,2,1,1,211
947,13936.0,361.28,2,161,1,1,1,111
948,13937.0,158.85,1,159,1,1,1,111
949,13938.0,71.66,1,25,4,1,1,411
950,13939.0,384.05,2,13,4,1,1,411
951,13940.0,839.14,4,7,4,2,2,422
952,13941.0,2869.05,4,11,4,2,3,423
953,13946.0,75.6,1,69,3,1,1,311
954,13947.0,90.6,1,55,3,1,1,311
955,13949.0,1909.0900000000001,5,14,4,3,3,433
956,13950.0,549.25,4,1,4,2,1,421
957,13951.0,158.4,1,166,1,1,1,111
958,13953.0,1354.3600000000001,3,42,3,2,2,322
959,13954.0,166.07999999999998,2,47,3,1,1,311
960,13955.0,117.86,1,144,1,1,1,111
961,13956.0,576.2499999999999,2,44,3,1,1,311
962,13959.0,260.76,1,69,3,1,1,311
963,13960.0,230.22,2,11,4,1,1,411
964,13962.0,51.95,1,11,4,1,1,411
965,13967.0,80.7,1,135,1,1,1,111
966,13969.0,6402.409999999999,11,6,4,4,4,444
967,13971.0,1783.7399999999998,5,8,4,3,2,432
968,13972.0,44.35,1,60,3,1,1,311
969,13974.0,413.59,1,39,3,1,1,311
970,13975.0,1564.6700000000005,4,21,4,2,2,422
971,13978.0,196.79,2,4,4,1,1,411
972,13979.0,869.8700000000001,1,63,3,1,2,312
973,13980.0,200.14000000000001,1,50,3,1,1,311
974,13982.0,957.3099999999998,3,29,4,2,2,422
975,13983.0,1045.09,7,19,4,3,2,432
978,13986.0,320.46000000000004,1,7,4,1,1,411
979,13988.0,2749.37,6,9,4,3,3,433
980,13989.0,369.41,1,55,3,1,1,311
981,13991.0,850.63,7,2,4,3,2,432
982,13992.0,76.8,1,20,4,1,1,411
983,13993.0,1921.09,7,22,4,3,3,433
984,13994.0,2197.04,5,29,4,3,3,433
985,13995.0,1083.24,4,5,4,2,2,422
986,13999.0,2618.4400000000005,11,0,4,4,3,443
987,14001.0,721.19,2,35,3,1,1,311
988,14002.0,529.73,2,124,2,1,1,211
989,14004.0,3682.6200000000003,6,33,3,3,3,333
990,14005.0,2687.56,4,-1,4,2,3,423
991,14006.0,300.1,1,105,2,1,1,211
992,14013.0,354.52,2,100,2,1,1,211
993,14014.0,505.18000000000006,1,67,3,1,1,311
994,14015.0,917.34,1,42,3,1,2,312
995,14016.0,963.8300000000002,2,144,1,1,2,112
996,14019.0,1398.96,4,36,3,2,2,322
997,14020.0,642.8,2,6,4,1,1,411
998,14021.0,130.2,1,145,1,1,1,111
999,14024.0,327.7,2,111,2,1,1,211
1000,14027.0,104.82000000000002,1,50,3,1,1,311
1001,14029.0,467.65999999999997,2,53,3,1,1,311
1002,14030.0,925.0699999999999,3,8,4,2,2,422
1003,14031.0,7459.18,8,11,4,4,4,444
1004,14032.0,1251.05,7,6,4,3,2,432
1005,14034.0,512.0199999999999,4,12,4,2,1,421
1006,14035.0,727.44,3,18,4,2,1,421
1007,14037.0,35.400000000000006,1,166,1,1,1,111
1008,14038.0,844.0600000000001,2,68,3,1,2,312
1009,14039.0,152.2,1,23,4,1,1,411
1010,14040.0,2092.81,10,30,4,4,3,443
1011,14044.0,479.08000000000004,3,16,4,2,1,421
1012,14045.0,408.0,1,99,2,1,1,211
1013,14047.0,321.54,1,63,3,1,1,311
1014,14049.0,2592.7099999999996,3,6,4,2,3,423
1015,14050.0,746.36,2,21,4,1,1,411
1016,14051.0,7813.710000000001,10,7,4,4,4,444
1017,14052.0,225.35999999999993,1,9,4,1,1,411
1018,14053.0,260.25,2,114,2,1,1,211
1019,14054.0,92.46,1,55,3,1,1,311
1020,14055.0,725.6400000000001,1,96,2,1,1,211
1022,14057.0,3541.4300000000007,9,13,4,4,3,443
1023,14060.0,2880.8,9,12,4,4,3,443
1024,14062.0,5630.22,6,-1,4,3,4,434
1025,14064.0,501.68,3,19,4,2,1,421
1026,14067.0,374.70000000000005,2,53,3,1,1,311
1027,14071.0,927.4300000000001,4,9,4,2,2,422
1028,14073.0,139.54,2,11,4,1,1,411
1029,14075.0,317.56,1,9,4,1,1,411
1030,14076.0,122.46999999999997,1,119,2,1,1,211
1031,14077.0,299.81,3,30,4,2,1,421
1032,14078.0,465.39,2,91,2,1,1,211
1033,14079.0,375.09999999999997,1,114,2,1,1,211
1034,14080.0,45.599999999999994,1,22,4,1,1,411
1035,14083.0,59.45,2,116,2,1,1,211
1036,14085.0,1005.1400000000001,5,-1,4,3,2,432
1038,14089.0,161.0,1,46,3,1,1,311
1039,14092.0,1920.82,7,13,4,3,3,433
1040,14093.0,442.8499999999999,1,2,4,1,1,411
1042,14098.0,147.34999999999997,1,26,4,1,1,411
1043,14099.0,1771.5100000000002,7,6,4,3,2,432
1044,14100.0,194.9,1,127,1,1,1,111
1045,14101.0,1817.3999999999999,2,63,3,1,2,312
1046,14102.0,1196.2299999999998,7,1,4,3,2,432
1047,14104.0,216.21,2,144,1,1,1,111
1049,14107.0,1228.15,3,41,3,2,2,322
1050,14108.0,594.1600000000001,3,20,4,2,1,421
1051,14109.0,80.19999999999999,2,13,4,1,1,411
1052,14110.0,3656.19,9,11,4,4,3,443
1053,14111.0,594.4,4,4,4,2,1,421
1054,14112.0,1704.6700000000005,7,12,4,3,2,432
1055,14113.0,931.27,3,12,4,2,2,422
1056,14116.0,1382.7400000000002,5,9,4,3,2,432
1057,14117.0,90.0,1,133,1,1,1,111
1058,14121.0,1994.1399999999996,4,0,4,2,3,423
1059,14124.0,419.58000000000004,1,74,2,1,1,211
1060,14125.0,2740.4300000000003,3,0,4,2,3,423
1061,14126.0,643.6300000000001,2,0,4,1,1,411
1062,14127.0,257.48,1,112,2,1,1,211
1063,14128.0,331.96,1,50,3,1,1,311
1064,14129.0,612.38,3,7,4,2,1,421
1065,14132.0,3264.9999999999995,11,4,4,4,3,443
1066,14133.0,287.64000000000004,2,119,2,1,1,211
1067,14135.0,2126.15,5,22,4,3,3,433
1068,14138.0,638.2100000000003,1,53,3,1,1,311
1069,14139.0,415.81999999999994,1,36,3,1,1,311
1070,14140.0,525.9899999999998,2,11,4,1,1,411
1071,14141.0,652.6800000000001,5,49,3,3,1,331
1072,14143.0,115.8,1,123,2,1,1,211
1073,14145.0,2019.6,4,36,3,2,3,323
1074,14146.0,1062.1100000000001,2,71,3,1,2,312
1075,14147.0,285.6,2,39,3,1,1,311
1076,14150.0,352.46000000000004,1,25,4,1,1,411
1077,14152.0,306.78,1,65,3,1,1,311
1079,14157.0,155.71000000000004,1,9,4,1,1,411
1080,14158.0,507.66000000000014,1,30,4,1,1,411
1082,14162.0,111.68,1,163,1,1,1,111
1083,14163.0,1696.12,2,77,2,1,2,212
1084,14164.0,1631.7700000000002,2,60,3,1,2,312
1085,14167.0,315.84000000000003,2,29,4,1,1,411
1086,14171.0,363.78999999999996,1,88,2,1,1,211
1087,14173.0,336.79999999999995,3,0,4,2,1,421
1088,14174.0,134.46,1,23,4,1,1,411
1089,14175.0,2845.0800000000004,4,41,3,2,3,323
1090,14177.0,554.46,5,74,2,3,1,231
1091,14178.0,1200.81,6,18,4,3,2,432
1092,14179.0,719.7799999999997,2,30,4,1,1,411
1093,14180.0,1464.05,10,0,4,4,2,442
1094,14184.0,452.89,1,56,3,1,1,311
1095,14188.0,1281.71,7,20,4,3,2,432
1096,14189.0,2169.63,10,-1,4,4,3,443
1097,14191.0,3829.54,10,0,4,4,4,444
1098,14193.0,430.84999999999997,1,57,3,1,1,311
1100,14196.0,335.52,1,96,2,1,1,211
1101,14198.0,498.29999999999995,4,8,4,2,1,421
1102,14201.0,383.17999999999995,4,50,3,2,1,321
1103,14205.0,234.08,2,0,4,1,1,411
1104,14208.0,151.73999999999998,1,84,2,1,1,211
1105,14209.0,990.2800000000001,3,0,4,2,2,422
1106,14210.0,301.24,2,81,2,1,1,211
1107,14211.0,1327.46,5,43,3,3,2,332
1108,14212.0,1070.48,1,79,2,1,2,212
1109,14214.0,365.7300000000001,4,20,4,2,1,421
1110,14215.0,867.61,3,1,4,2,2,422
1111,14216.0,1252.7399999999998,2,6,4,1,2,412
1113,14218.0,169.48000000000002,1,32,3,1,1,311
1114,14221.0,2563.87,8,32,3,4,3,343
1115,14222.0,683.17,1,167,1,1,1,111
1116,14223.0,686.2299999999999,2,82,2,1,1,211
1117,14224.0,554.8000000000001,2,100,2,1,1,211
1118,14226.0,522.79,3,18,4,2,1,421
1119,14227.0,924.5900000000001,5,16,4,3,2,432
1120,14229.0,785.07,2,41,3,1,1,311
1121,14231.0,227.85999999999999,2,169,1,1,1,111
1122,14232.0,1352.4,6,21,4,3,2,432
1123,14233.0,488.40999999999997,2,33,3,1,1,311
1124,14234.0,775.4600000000003,4,12,4,2,1,421
1125,14235.0,1829.31,4,0,4,2,2,422
1126,14236.0,301.56000000000006,1,70,3,1,1,311
1127,14239.0,1085.8100000000002,5,33,3,3,2,332
1128,14240.0,663.4900000000002,1,20,4,1,1,411
1129,14241.0,213.70000000000002,1,173,1,1,1,111
1130,14243.0,930.3900000000001,7,28,4,3,2,432
1132,14246.0,1024.42,2,100,2,1,2,212
1133,14250.0,1228.8300000000006,1,79,2,1,2,212
1134,14251.0,2397.4200000000005,4,0,4,2,3,423
1135,14257.0,2467.13,5,41,3,3,3,333
1137,14259.0,120.0,1,131,1,1,1,111
1138,14261.0,1163.4499999999998,2,40,3,1,2,312
1139,14262.0,2073.5299999999997,6,7,4,3,3,433
1140,14264.0,218.27,1,144,1,1,1,111
1141,14265.0,530.1800000000001,2,99,2,1,1,211
1142,14267.0,470.0800000000001,3,140,1,2,1,121
1143,14272.0,305.87000000000006,1,63,3,1,1,311
1144,14273.0,341.27000000000004,2,41,3,1,1,311
1145,14276.0,754.4899999999999,3,78,2,2,1,221
1146,14277.0,2319.570000000002,3,5,4,2,3,423
1147,14282.0,1562.46,8,9,4,4,2,442
1148,14284.0,578.45,3,20,4,2,1,421
1149,14285.0,1910.0100000000002,4,11,4,2,3,423
1150,14286.0,2545.7299999999996,4,13,4,2,3,423
1152,14289.0,238.56,2,124,2,1,1,211
1153,14290.0,1537.0900000000001,4,1,4,2,2,422
1154,14291.0,1702.15,7,47,3,3,2,332
1155,14292.0,3313.75,8,25,4,4,3,443
1156,14293.0,231.39,1,137,1,1,1,111
1157,14295.0,166.2,1,30,4,1,1,411
1158,14297.0,1051.46,5,7,4,3,2,432
1160,14299.0,2040.01,7,11,4,3,3,433
1161,14300.0,43.2,1,8,4,1,1,411
1162,14301.0,632.04,2,97,2,1,1,211
1163,14305.0,1803.7600000000002,5,61,3,3,2,332
1164,14306.0,2083.4199999999996,3,41,3,2,3,323
1165,14307.0,1300.7399999999998,3,78,2,2,2,222
1166,14309.0,1026.78,4,18,4,2,2,422
1167,14312.0,1017.57,3,36,3,2,2,322
1168,14314.0,120.0,1,96,2,1,1,211
1169,14315.0,1926.58,6,11,4,3,3,433
1170,14317.0,508.58,1,54,3,1,1,311
1171,14321.0,1203.9300000000003,4,0,4,2,2,422
1172,14323.0,287.5400000000001,2,104,2,1,1,211
1173,14327.0,311.65000000000003,1,153,1,1,1,111
1174,14329.0,2846.8400000000006,8,7,4,4,3,443
1175,14331.0,462.65999999999997,2,114,2,1,1,211
1176,14332.0,866.31,3,12,4,2,2,422
1177,14333.0,351.45,2,54,3,1,1,311
1178,14334.0,873.9799999999998,3,6,4,2,2,422
1179,14335.0,468.26,2,6,4,1,1,411
1180,14336.0,500.5199999999999,1,6,4,1,1,411
1182,14341.0,1479.1299999999999,4,35,3,2,2,322
1183,14342.0,358.96,3,11,4,2,1,421
1184,14344.0,244.05,2,117,2,1,1,211
